Temperature Low,Temperature High,Relative Humidity High,Relative Humidity Avg,Mean Sea Level Pressure Low,Mean Sea Level Pressure High,Mean Sea Level Pressure,Cloud Cover Total,Cloud Cover High,Cloud Cover Medium,Cloud Cover Low,Shortwave Radiation,Wind Speed Low,Wind Speed High,Wind Gust High,Wind Gust Low,Precipitation Total
43.89895,57.848953,91,75.208336,1025,1027.9,1026.3541,62.541668,15.75,62.541668,22.416666,3891.9697,0.3767465,10.738928,22.319998,8.414998,0
44.06095,52.05295,96,79.541664,1026.8,1029.2,1027.9958,83.041664,11.041667,19.041666,83.041664,2804.3901,1.6204481,9.073257,15.4800005,9.45,0
32.28895,51.350952,84,63.708332,1023.8,1030.8,1027.3292,7.0833335,0,0.16666667,6.9166665,4129.6,5.0264254,13.863041,25.919998,20.685001,0
31.802952,52.12495,89,71.625,1017.5,1024.1,1020.575,4.0416665,1.875,1.3333334,2.7083333,4762.3896,1.5984001,14.216876,27.359999,14.955002,0
31.244951,51.332954,91,74.25,1019.1,1022.1,1020.2083,25.483332,4.4583335,10.208333,15.25,4567.48,1.0656,11.636527,18,12.329998,0
32.45095,52.35895,95,78.541664,1018.5,1022.7,1020.7917,28.208334,9.166667,4.7916665,23.416666,4693.86,0.5328,10.555628,16.199999,10.755001,0
36.806953,59.99095,77,64.166664,1019.9,1022.9,1021.2334,47.63333,17.5,47.208332,6.1666665,4815.79,1.7057923,9.448753,19.8,9.81,0
38.08495,63.71695,82,64.375,1021.2,1024.2,1022.61664,10.816666,20.458334,7.2083335,0,4862.96,4.00487,11.308671,13.679999,9.09,0
47.246952,63.80695,84,66.416664,1022.1,1025.2,1023.7375,23.020834,8.875,22.625,0,4880.76,0.3767465,12.591451,23.039999,8.954999,0
45.32095,58.22695,95,82.375,1022.4,1025.5,1023.81244,37.958332,1.5833334,6.9166665,35.75,4506.07,1.191377,8.710098,15.84,8.445001,0
39.524952,60.044952,93,73.041664,1018.8,1025.5,1022.2917,5.2708335,15.041667,0.7916667,0.75,5078.3403,0.3767465,6.415762,21.599998,10.275,0
44.600952,55.67095,87,73.583336,1015,1020,1017.47076,83.84583,26.416666,79.166664,81.083336,2121.76,2.0806506,14.999053,26.64,13.094998,2
38.876953,53.85295,89,70.708336,1015,1018.4,1016.729,39.083332,0,36.125,39.083332,5160.22,4.6600966,22.391867,33.48,22.17,0
40.22695,56.426952,87,71.041664,1011.6,1018.7,1015.63745,11.425,1.4166666,0,11.041667,5275.031,0.753493,5.842608,20.16,8.249999,0
42.08095,60.18895,87,68.375,1004,1011.7,1008.3208,42.470833,12.208333,41.916668,18.291666,4783.7495,0.2664,4.5366287,13.32,5.6399994,0
46.238953,52.59295,86,77.958336,1002.4,1006,1004.0542,98.583336,54.708332,98.583336,91.791664,1846.75,1.6204481,15.597487,23.039999,12.554999,0.4
41.10895,52.46695,88,70.541664,1006.3,1013.4,1010.42914,91.041664,21.5,43.958332,78.958336,4238.18,6.5903726,13.669722,27,18.209997,0.2
39.182953,51.69295,90,68.125,1012.8,1024.4,1019.55,25.25,0,2.3333333,23.583334,4768.6196,9.112282,20.611166,33.12,27.029997,0
37.83295,57.722954,83,66.958336,1017.5,1025.4,1022.11237,47.50833,18.083334,24.125,40.458332,4296.03,1.332,16.621735,30.960001,15.824998,1.8000001
47.912952,56.570953,83,73.166664,1007.9,1018,1013.33746,89.083336,66.291664,80.291664,77.041664,2427.03,13.906488,30.931093,58.679996,43.829998,0.2
46.83295,51.90895,87,73.083336,1007.1,1017.7,1011.55817,96.625,45.083332,67.125,85.125,1876.12,14.537728,31.817797,60.479996,47.039993,1.4
44.97895,53.456955,77,70.875,1009.2,1016.7,1012.8958,69.458336,28.583334,52.583332,59.5,2414.5698,13.407623,36.054657,71.28,55.905,1.6
38.71495,45.50095,81,67.25,1017.6,1026.6,1023.13763,57.083332,0,5.4166665,55.958332,4142.06,13.322664,29.424843,54,44.265003,0
40.82095,48.722954,87,72.958336,1015.7,1025.9,1020.5374,97.666664,67,95.416664,76.833336,1579.75,5.0545845,33.650867,65.520004,42.779995,3.3
34.66495,55.166954,86,68.458336,1016.3,1025.2,1021.06256,57.916668,35.75,57.916668,36.25,5407.64,0.79920006,8.955161,15.119999,7.125,1
39.84895,48.34495,95,91.166664,1010.6,1016.2,1013.5041,100,61.875,94.25,100,1461.3799,1.8837326,14.407783,25.199999,14.369999,11.200002
35.81695,49.78495,95,66,1016.5,1024.6,1019.4875,47.041668,0,7.2916665,47.041668,4353.8804,4.295571,20.821848,34.2,23.789999,0.3
33.260952,49.766953,76,60.125,1025,1033.3,1027.421,2.0833333,0,0,2.0833333,5730.7095,1.4346079,18.046509,29.16,16.919998,0
31.316952,53.74495,81,58.958332,1033.9,1038.1,1035.9374,0,0,0,0,6292.3003,1.332,13.330651,29.88,19.695,0
37.328953,59.666954,72,53.291668,1030.5,1036.6,1033.8375,0.083333336,0,0.083333336,0,6267.38,2.5132127,6.6653256,20.880001,11.37,0
39.02095,66.68695,82,58.5,1025.4,1031.4,1028.625,0.4625,1.5416666,0,0,6270.05,2.5132127,10.283178,32.039997,17.069998,0
48.578953,68.21695,75,55.333332,1020.9,1026.7,1024.3417,32.370834,41.166668,28.458334,16.833334,6175.71,1.9394212,12.222506,15.4800005,8.34,0
52.16095,61.988953,77,58.5,1023,1027.8,1024.8375,66.762505,6,54.291668,59.333332,3978.2996,0.5328,15.778439,27.72,18.765,0.3
48.93895,66.03895,82,69.125,1027.7,1031.3,1029.404,42.708332,27.5,20.5,36.625,5501.9795,1.0983953,7.0331616,23.759998,11.669999,0
46.65295,67.80295,79,63.75,1029.5,1032.7,1030.6459,18.129168,8.75,0.625,15.875,6030.6396,0.3767465,10.196545,24.84,16.050001,0
48.50695,68.99095,83,61.541668,1025.7,1032.3,1029.7833,24.541666,29.958334,22.083334,0,6474.75,0.5956885,6.791894,18.72,5.2199993,0
47.76895,75.41695,70,45.625,1016,1025.8,1020.84174,7.2083335,9.166667,5.7083335,0,6633.17,1.4346079,8.462132,21.599998,12.255,0
51.800953,70.178955,87,61.5,1013,1017.6,1015.4915,69.98333,38.625,65.708336,34.125,4435.7603,2.260479,12.814919,27.359999,14.744999,0.3
51.08095,62.096954,95,78.916664,1011.1,1015.9,1012.88336,95.833336,32.333332,80.666664,85.583336,2268.6099,1.506986,14.920779,25.199999,17.13,11
42.96295,57.128952,96,68.416664,1016.1,1021.1,1019.2791,53.958332,16.875,42.625,53.958332,5476.17,3.4631999,18.450964,29.519999,19.349998,5.4999995
35.54695,63.392952,73,53.958332,1015.7,1021,1018.4334,2.625,0,0,2.625,6950.01,0.79920006,15.194143,26.28,18.435001,0
40.640953,65.40895,79,61.833332,1021.4,1026,1023.80005,14.629167,5.6666665,14.291667,0.7083333,6623.38,0.2664,9.946393,25.56,15.539997,0
42.530952,70.80895,75,62.583332,1025.7,1029.3,1027.3959,0.41250002,1.375,0,0,6869.0195,0.9605189,7.8712068,24.84,16.53,0
44.72695,68.63095,83,63.833332,1020.6,1028.6,1024.7208,1.8750001,6.25,0.041666668,0,6980.27,1.0656,13.73188,27.72,15.69,0
40.22695,63.734955,89,61.583332,1015.2,1023.1,1018.6458,0,0,0,0,7047.02,0.84243083,12.990926,22.68,13.469998,0
41.63095,68.99095,80,56.625,1011.7,1017.7,1014.81665,1.3625001,4.5416665,0,0,7063.9297,0.3767465,11.157041,27.72,11.505,0
49.856953,66.290955,87,71.708336,1009.9,1012.1,1011.07916,94.625,66.333336,86.75,79.125,2766.1199,1.8837326,13.713779,30.960001,20.219997,4.1
52.21495,64.99495,88,75.625,1004.2,1012,1008.7334,95.166664,67.458336,83.333336,84.791664,3046.47,0.3767465,9.65677,22.68,15.134999,1.3
52.610954,63.266953,96,82.583336,999.3,1003.1,1000.8792,96.625,57.875,96.625,77.708336,2982.3896,1.1302395,11.605993,19.08,11.384999,2
46.724953,56.55295,95,70.875,1002.9,1021,1014.02496,59.291668,28.708334,52.416668,55.791668,3880.4001,2.1967907,19.476372,31.319998,19.89,6.6
39.57895,63.086952,82,60.458332,1014.4,1021.4,1017.67914,88.625,73.666664,88.625,0.8333333,6560.1904,2.664,10.403253,27,15.299999,0
47.732952,59.77495,72,60.541668,1013.8,1018.4,1016.37933,94.041664,52.208332,92.791664,53.083332,4947.5103,3.8420756,12.358204,29.16,22.35,0.1
45.53695,59.792953,96,88.625,1002.8,1014.2,1007.18317,100,99.333336,100,98.333336,938.9498,1.6204481,20.39309,40.32,24.36,28.800001
48.09295,62.90695,96,84.625,1005.3,1013,1011.05,94.666664,42.625,45.208332,81.791664,3705.0698,0.2664,14.2791395,35.64,16.545,4.7
53.690952,72.10495,96,78.416664,1006.5,1011.5,1008.4709,100,75.666664,100,88.458336,2919.2,4.4337797,15.899415,42.839996,29.385,13
58.47895,72.46495,94,78.041664,1006.1,1012,1009.8833,87.25,56.875,77.5,61.875,3520.84,2.2761226,12.859147,36.719997,19.529999,1.3000001
58.514954,75.39896,89,61.208332,1002.9,1012.9,1006.86676,82.166664,38.708332,80.833336,27.083334,5375.5996,4.890454,22.720655,57.239998,33.99,0
53.06095,64.86895,86,61.208332,1013.3,1019.9,1016.59174,45.416668,0,25.708334,45.416668,5938.0796,3.2408962,13.752537,33.839996,23.804998,0.3
49.13695,62.85295,76,62.875,1017.7,1023.6,1020.69586,84.458336,25.708334,28.916666,60.166668,4833.5894,1.9210378,11.869009,29.16,16.109999,0
50.01895,74.39095,79,63.208332,1012.4,1018.2,1015.43335,53.287502,39.25,47.458332,29.458334,6470.3,0.9605189,13.449903,30.960001,12.299999,2.1000001
55.79695,66.974945,90,72.625,1017.4,1025.2,1021.14594,49.05417,22.333334,21,32.5,6498.7803,6.723632,18.197283,30.239998,24.255,0
48.974953,71.34895,83,63.208332,1024.6,1027.9,1026.4498,13.520833,11.333333,0.041666668,11.333333,7309.5703,0.9605189,7.572511,26.28,10.620002,0
52.430954,79.08895,77,57.541668,1020.8,1025.4,1022.92926,62.2,59.458332,61.333332,0,6895.721,0.5328,9.755479,21.599998,11.34,0
59.70295,83.82295,76,57.666668,1017.2,1021.4,1019.42084,29.962502,71.958336,18.041666,0.41666666,7282.8696,0.753493,15.06986,30.239998,13.094998,0
56.984955,77.34295,86,68.791664,1010.3,1022.8,1017.45416,52.308334,42.208332,29,35.541668,6764.89,0.5328,14.846872,39.96,23.445,0.5
59.306953,69.96295,87,65.625,1008,1013.3,1011.4375,89.708336,39.25,57.583332,55.833332,5845.5205,8.710098,18.156286,36,27.42,2
46.38295,53.92495,96,88.666664,1011.3,1016.6,1012.99994,97.5,14.208333,71.083336,97.5,1309.19,2.9784424,23.353725,43.56,23.175001,17.300001
47.030952,69.512955,96,73.541664,1017.1,1025.4,1021.92084,49.37083,7.2083335,7.4583335,42.458332,7438.6196,4.9553266,16.17818,24.48,15.420001,0
53.222954,67.24495,95,74.541664,1020.3,1026.9,1024.1208,47.245834,15.041667,3.0416667,45,6651.8594,3.5039446,10.144211,14.759999,10.740001,0
50.864952,72.428955,89,70.791664,1007.8,1021.1,1014.12915,20.983334,3.875,4.625,18.25,7024.7695,0.5328,10.420294,28.8,15.434997,0
51.78295,61.17895,80,66.583336,1008.4,1012.8,1010.5501,73.708336,36.125,50.5,62.458332,5275.92,4.336678,19.140059,34.56,27.254997,0
47.210953,52.64695,87,67.291664,1013,1019.6,1015.79987,99.875,20.291666,55.25,85.458336,3934.6902,5.8668513,15.894952,29.16,19.86,0.90000004
44.43895,60.350952,76,63,1020.1,1026.6,1022.64594,45,0,41.666668,29.083334,7557.8794,4.7952,19.628819,27,23.279999,0
44.87095,65.750946,83,62.833332,1019.9,1027.4,1024.2042,68.166664,18.25,15.916667,58.583332,6839.6494,2.6237357,13.064469,27,19.35,0
48.25495,63.21295,84,69.833336,1017.1,1021.4,1018.66254,98.75,33.958332,22.458334,98.75,2916.5303,0,12.483903,24.84,14.579998,0
51.06295,66.776955,89,72.625,1016.3,1018.3,1017.3875,45.375,0,0,45.375,5979.0195,0.2664,12.01461,18,12.360001,0
54.89695,63.06895,96,79.083336,1013.6,1017.7,1015.84576,99.083336,5.0416665,40.833332,98.375,2704.7102,1.332,8.05392,20.519999,8.79,11.5
49.04695,58.22695,95,79.458336,1014.9,1022.7,1017.7832,74.791664,0,7.375,72.583336,4596.8496,5.394189,16.092413,25.199999,18.585001,0.8000001
43.73695,62.49295,88,67.208336,1020.3,1024.5,1022.6501,15.416667,0,0,15.416667,7463.5396,0,9.3392105,16.56,9.03,0
47.15695,72.19495,77,57.958332,1014.7,1021.2,1017.71234,13.995834,18.333334,8.541667,4.8333335,8164.8594,1.332,13.79633,22.68,12.5999975,0
54.68095,71.31295,73,61.458332,1011,1015.8,1013.02496,32.704166,8.375,27.541666,7.4583335,5760.9697,2.1477854,19.449026,42.48,21.929998,0
52.71895,64.90495,77,67.083336,1013.3,1018.5,1015.80835,62.754166,43.5,49.208332,40,6644.7397,3.0374274,17.316,29.88,23.789995,0
50.39695,72.08695,92,67.375,1014.5,1018.7,1016.5083,60.283337,69.916664,48.208332,14.208333,6676.7803,0.5328,8.5248,23.759998,12.255,0
59.252953,67.622955,88,73.375,1015.9,1017.8,1017.0041,81.6,19.541666,43.875,60.958332,3264.5203,0.84243083,11.712514,26.28,17.819998,1.5000001
56.444954,77.82895,95,69.791664,1016.6,1019.3,1017.73755,31.545832,19.875,23.375,9.125,7608.61,0.2664,12.523633,31.68,22.11,0.1
59.34295,77.45095,78,61.958332,1019.4,1023.8,1021.9709,16.495834,27.208334,0,8.333333,8035.8096,1.5533656,13.226431,23.039999,15.599998,0
58.17295,82.040955,93,74.583336,1020.2,1025.5,1023.28326,24.6875,8.125,1.0833334,23.083334,8022.461,2.4560866,7.766828,13.679999,8.535,0
64.74295,88.178955,96,66.333336,1017.9,1021.2,1019.6541,7.0791664,2.7083333,5.9583335,1.6666666,7901.42,0.5956885,8.599398,15.4800005,8.235001,0
69.53095,85.11895,81,61.166668,1019.4,1024.6,1021.63336,16.5,8.708333,10.833333,5.6666665,7814.2,2.1967907,14.861204,24.48,11.805,0
59.792953,77.37895,93,75.125,1022.9,1025.7,1024.529,40.662502,26.5,25.416666,25.375,5765.4204,1.1302395,11.928654,16.919998,10.32,1
57.236954,69.98095,93,83.041664,1020.3,1023.7,1021.979,66.70417,39,24.083334,66.625,4771.2905,1.191377,17.462921,23.4,13.829999,0.1
54.28495,69.00896,95,77.75,1018.9,1021.3,1020.1001,73.987495,4.6666665,1.25,72.666664,3576.02,5.089565,15.508508,21.24,14.580001,0
53.00695,76.71295,87,70.541664,1017.7,1021,1019.4749,46.537495,25.833334,20.166666,29.5,7076.3906,1.5533656,7.1730385,14.4,8.789999,0
61.46695,80.96095,88,66.416664,1012.3,1019.2,1016.3376,4.079167,9.291667,0.041666668,1.2916666,7853.36,1.0656,8.7912,17.64,9.134999,0
59.972954,83.066956,85,69.25,1009.3,1013.2,1011.196,26.425001,22.333334,25,12.75,7044.35,3.207881,23.999668,30.599998,14.07,2.2
61.39495,76.35295,90,71.708336,1010.4,1012.8,1011.8625,43.341663,19.083334,31.5,33.375,7467.99,1.0656,7.078424,21.599998,11.625,0.6
63.24895,74.89495,92,74.916664,1008.3,1011.3,1009.9207,81.59583,69.25,80.875,63.458332,3877.7305,0.2664,8.726379,12.599999,6.405,5.4999995
59.93695,66.47095,97,89.041664,1011.9,1017,1014.32916,97.833336,80.166664,94.833336,92.458336,2889.83,0.2664,9.605188,12.599999,6.315,11.4
55.778954,68.01895,97,85,1017.3,1019.8,1018.12494,91.833336,33.916668,65.708336,76.541664,2967.2598,2.0806506,13.845113,24.119999,14.219998,3.8000002
48.704952,70.430954,92,70.208336,1020.4,1023.7,1022.10406,33.6125,2.2083333,2.0833333,31.458334,7790.17,2.1312,13.3625555,16.56,12.134999,0
53.834953,68.70296,90,73.916664,1017.3,1022.5,1019.6208,64.7875,25.791666,34.625,55.125,4055.73,1.7057923,18.475948,31.319998,19.919996,1.6999999
52.75495,67.316956,93,68.25,1017.5,1020.8,1018.65826,73.200005,36.625,44.583332,61.791668,7152.93,7.4592,14.1066265,29.16,18.869997,0.2
54.752953,60.99895,87,72.291664,1018.4,1021.5,1019.8,73,4.25,28.75,65.958336,3581.3596,2.664,17.785067,29.16,16.215002,3.4
49.71295,69.38695,89,75.291664,1016.9,1022,1019.4043,77.5,32.208332,55.666668,58.916668,4095.7798,0.79920006,13.3625555,24.119999,14.834999,1.0000001
55.958954,74.60695,84,64.333336,1007.8,1017.6,1013.271,97.333336,74.041664,91.166664,45.333332,4526.54,0.3767465,17.74512,33.48,24.390005,0
52.59295,64.59895,92,67.125,1007.4,1019.6,1014.44165,39.208332,13.041667,16.875,39.208332,6855.67,3.118132,15.679173,41.039997,24.39,0.9
48.16495,72.28495,89,64.375,1019.8,1021.7,1020.72504,1.475,0.75,0,1.25,8306.37,2.028842,6.9315205,12.959999,9.209998,0
56.12095,76.13695,79,59.083332,1021,1023,1021.92084,21.225,31.458334,17.625,1.6666666,7974.4,2.1477854,7.6285343,12.24,6.974999,0
